job, trial, rng, PercRed, SearchRadiusPerc, SchoolEnrollmentByLottery, DissimilarityIndex-final, DissimilarityIndex-min, DissimilarityIndex-max, DissimilarityIndex-avg, DissimilarityIndex-0, DissimilarityIndex-1, DissimilarityIndex-2, DissimilarityIndex-3, DissimilarityIndex-4, DissimilarityIndex-5, DissimilarityIndex-6, DissimilarityIndex-7, DissimilarityIndex-8, DissimilarityIndex-9, DissimilarityIndex-10, DissimilarityIndex-11, DissimilarityIndex-12, DissimilarityIndex-13, DissimilarityIndex-14, DissimilarityIndex-15, DissimilarityIndex-16, DissimilarityIndex-17, DissimilarityIndex-18, DissimilarityIndex-19, DissimilarityIndex-20, DissimilarityIndex-21, DissimilarityIndex-22, DissimilarityIndex-23, DissimilarityIndex-24
10, 11, 1745258463, 0.2, 1.0, 0.0, 0.5526426551135853, 0.5470405063037752, 0.5204903466243379, 0.5771696854231265, 0.5771696854231265, 0.5482290450189593, 0.5634242866069569, 0.5418463430749788, 0.5551854127415379, 0.5435387722928368, 0.5416341301628085, 0.5447106920519627, 0.5594868611628389, 0.5281956777609085, 0.5528051911193674, 0.5472767467560449, 0.5574796578343418, 0.5204903466243379, 0.5242254106882928, 0.5441104918994462, 0.5381955232275973, 0.5277356585980293, 0.5521829521829522, 0.5629675810473815, 0.5476625301453475, 0.5549597855227884, 0.522475425078673, 0.5673817954592794, 0.5526426551135853, 
5, 6, 1745258458, 0.2, 1.0, 0.0, 0.5500301551620155, 0.5498360134005181, 0.5014903852561949, 0.5666371621729678, 0.5609888211656217, 0.5549813972715998, 0.5548881524440762, 0.564023130937629, 0.5580144777662874, 0.5441107202359965, 0.5309453158117846, 0.5439821044570112, 0.5620942408376964, 0.5607068607068608, 0.5589155370177269, 0.5285938223791332, 0.5666371621729678, 0.5548440404875026, 0.5427931594039955, 0.5401769710692977, 0.55423197492163, 0.5321709429876423, 0.5547945205479453, 0.5625510995438832, 0.5537261702945057, 0.5547520661157026, 0.5014903852561949, 0.5554571060182454, 0.5500301551620155, 
9, 10, 1745258462, 0.2, 1.0, 0.0, 0.5535416666666667, 0.5487573802381164, 0.5089454851610187, 0.5733168112350269, 0.5694302840661926, 0.5649740932642487, 0.5317214812883072, 0.5518168904303228, 0.5584307178631052, 0.5733168112350269, 0.5539319571303096, 0.5674321503131523, 0.5550706566916044, 0.5461922596754056, 0.5512073272273105, 0.5417404179244698, 0.5510835913312693, 0.5529336342109352, 0.5425087949902463, 0.5413752294394926, 0.5541748429059642, 0.5599358909376548, 0.5268914191645517, 0.5547446540841414, 0.5318326165377742, 0.5089454851610187, 0.5490015916949259, 0.5267000417188151, 0.5535416666666667, 
8, 9, 1745258461, 0.2, 1.0, 0.0, 0.5653615081831366, 0.5428932814229642, 0.5164904862579281, 0.5719204729132978, 0.5712755628507612, 0.5319915547838562, 0.5312043414735963, 0.5249475890985326, 0.5554519551519643, 0.5486929861263123, 0.5499174917491749, 0.5581492288453521, 0.5543117744610282, 0.5215464189274736, 0.5218876466149942, 0.5305064352570086, 0.5279385828086574, 0.5719204729132978, 0.5425814920706399, 0.5221367699023072, 0.5267962781830927, 0.5164904862579281, 0.5363864865825986, 0.5476865684639879, 0.5479105759900118, 0.5556469862168278, 0.5542667771333885, 0.5573260655281761, 0.5653615081831366, 
4, 5, 1745258457, 0.2, 1.0, 0.0, 0.5276603598758961, 0.5487730131047391, 0.5220942408376963, 0.575733432037424, 0.575733432037424, 0.5669438669438668, 0.5610106820049302, 0.5566924201294634, 0.535550644603785, 0.5649079484070113, 0.5578315745913511, 0.5529989154502603, 0.5290735166562625, 0.5220942408376963, 0.5591906526075804, 0.5573871831856583, 0.5601252609603342, 0.5600538678620125, 0.5547004991680532, 0.5268558828710389, 0.5574771418147243, 0.5508545227177991, 0.5521549031855091, 0.5383430468738993, 0.5270637408568443, 0.5313938886563415, 0.5379013855792698, 0.5553257497414685, 0.5276603598758961, 
2, 3, 1745258455, 0.2, 1.0, 0.0, 0.5631413612565443, 0.5481552690935181, 0.5182007808284939, 0.5730010384215992, 0.5664829225430019, 0.5512749796850592, 0.5366022053063129, 0.5586902800658978, 0.5276752015520939, 0.5614362806143628, 0.5208946921628819, 0.5447847947453271, 0.5694618272841052, 0.5451942395280607, 0.5225375626043406, 0.5515816061687104, 0.5338894681960377, 0.5583745809390759, 0.5182007808284939, 0.5407188705699049, 0.5313216318393333, 0.5495756572138274, 0.5673607922366818, 0.549461986805867, 0.5599916822624248, 0.5666390728476822, 0.535588211660326, 0.5730010384215992, 0.5631413612565443, 
6, 7, 1745258459, 0.2, 1.0, 0.0, 0.5652082897215827, 0.5437293047714173, 0.5009580461721796, 0.5749981564201055, 0.5749981564201055, 0.5583333333333333, 0.5561015561015561, 0.5602083333333334, 0.5477507498177491, 0.522403509159858, 0.55125, 0.5220036193783473, 0.5576882954308366, 0.5009580461721796, 0.5392604902368092, 0.5268774847072542, 0.5230801510700798, 0.5554190626016667, 0.5209883279977938, 0.5322964769256259, 0.5588508333919403, 0.5257082896117524, 0.5367360573880019, 0.5591041061800083, 0.5658167813368918, 0.5241414681055667, 0.5523782411622872, 0.5556709597008724, 0.5652082897215827, 
3, 4, 1745258456, 0.2, 1.0, 0.0, 0.5479119733225775, 0.5466354602863475, 0.5226363444935777, 0.5716368179925031, 0.5641097580333001, 0.5631873832745383, 0.5536113650748997, 0.5635654138426782, 0.5465421073485934, 0.5313226221371405, 0.5313018725564168, 0.5339343361441247, 0.5308096740273397, 0.5508206023243206, 0.5353535353535354, 0.5464730290456431, 0.5512934693175693, 0.5342215913428776, 0.549864667915886, 0.5623709211069805, 0.5716368179925031, 0.554031587697423, 0.5266666666666667, 0.5477967078716454, 0.5380948749237339, 0.5529075114132754, 0.55542167393144, 0.5226363444935777, 0.5479119733225775, 
7, 8, 1745258460, 0.2, 1.0, 0.0, 0.5547945205479453, 0.5431169331935088, 0.5167294019238812, 0.5722866611433304, 0.5685087821357048, 0.5167294019238812, 0.5291625058706333, 0.5483978897142967, 0.5423757015618443, 0.5349869939275326, 0.5430177191954744, 0.5680181107223707, 0.5394851477438101, 0.5489461378706804, 0.5181965013950586, 0.5496151445808196, 0.53527249282771, 0.5722866611433304, 0.5388265151494468, 0.5593876460614424, 0.5252039322317507, 0.5316349968678221, 0.5384204190459496, 0.5321870791867837, 0.5466942148760329, 0.5622291021671828, 0.5299198012132467, 0.54362591187697, 0.5547945205479453, 
11, 12, 1745258464, 0.2, 1.0, 0.0, 0.5566860465116279, 0.5449927544940053, 0.518045050601637, 0.5881184340486667, 0.5881184340486667, 0.5706016125697746, 0.5425841296219359, 0.5578160680921735, 0.5574628427883609, 0.518045050601637, 0.5267450029108234, 0.539368442036876, 0.5491282051282051, 0.5353643227532985, 0.5600087724107682, 0.5347635321353765, 0.5611751422279507, 0.5190290444527734, 0.5285369227977865, 0.549138183888611, 0.5505219206680585, 0.5435848653566284, 0.5238092485195309, 0.5472940530900612, 0.5388681213965181, 0.5503070746121765, 0.5460376577695013, 0.5298241659610156, 0.5566860465116279, 
