job, trial, rng, PercRed, SearchRadiusPerc, SchoolEnrollmentByLottery, DissimilarityIndex-final, DissimilarityIndex-min, DissimilarityIndex-max, DissimilarityIndex-avg, DissimilarityIndex-0, DissimilarityIndex-1, DissimilarityIndex-2, DissimilarityIndex-3, DissimilarityIndex-4, DissimilarityIndex-5, DissimilarityIndex-6, DissimilarityIndex-7, DissimilarityIndex-8, DissimilarityIndex-9, DissimilarityIndex-10, DissimilarityIndex-11, DissimilarityIndex-12, DissimilarityIndex-13, DissimilarityIndex-14, DissimilarityIndex-15, DissimilarityIndex-16, DissimilarityIndex-17, DissimilarityIndex-18, DissimilarityIndex-19, DissimilarityIndex-20, DissimilarityIndex-21, DissimilarityIndex-22, DissimilarityIndex-23, DissimilarityIndex-24
6, 7, 1745258458, 0.2, 0.5, 0.0, 0.5163883659963489, 0.5223045509851255, 0.4970746539011111, 0.5484842492867524, 0.5484842492867524, 0.5184910195319755, 0.5384786130959619, 0.518362642936482, 0.5382409203279024, 0.5195885403909768, 0.5102558065866509, 0.5305301597878148, 0.5374805000534245, 0.5358863711804888, 0.5276329509906151, 0.5219945163447988, 0.5145720446196944, 0.5205985186568781, 0.5171465702777032, 0.4977024660318626, 0.5157879737817042, 0.5139559567165219, 0.5417543770926707, 0.5209748018454986, 0.5170313740352058, 0.5232616129951554, 0.4970746539011111, 0.5159387681639396, 0.5163883659963489, 
4, 5, 1745258456, 0.2, 0.5, 0.0, 0.5402250956415606, 0.5218558430109888, 0.4914668391629084, 0.5573309842543063, 0.5306920932667594, 0.5383170518756988, 0.503699275617132, 0.5573309842543063, 0.5251767114899183, 0.5402419334833343, 0.5146272035119006, 0.4917584822244769, 0.4996668060253633, 0.5388713476836221, 0.49998322948514523, 0.5183522047963992, 0.502344351052526, 0.5260977630488815, 0.5471267174807726, 0.5234348415098458, 0.5332429656813834, 0.5507674416651974, 0.5195833333333333, 0.5206906730455947, 0.5239502527673668, 0.5075910598745361, 0.5011574172967581, 0.4914668391629084, 0.5402250956415606, 
8, 9, 1745258460, 0.2, 0.5, 0.0, 0.55257673740394, 0.5184936268555185, 0.4804727498233318, 0.5684594416529289, 0.5240156800002203, 0.4804727498233318, 0.5061731318681224, 0.5001904965101038, 0.4867019394668865, 0.4883802891033298, 0.5137888737495186, 0.5610207861699937, 0.5390790843269951, 0.5169031561440097, 0.5113724653875803, 0.5425116103558812, 0.5115804666171003, 0.5684594416529289, 0.5389220780284559, 0.5127193741356102, 0.4901192322151585, 0.5137530457477302, 0.5057139595201935, 0.5266775051729234, 0.5305215161014535, 0.5183975982737592, 0.5110785923371789, 0.5112108612755526, 0.55257673740394, 
9, 10, 1745258461, 0.2, 0.5, 0.0, 0.5239920163487883, 0.5254475361042682, 0.4944479610520368, 0.5598143347251925, 0.5344554791687528, 0.5435283232659183, 0.5220147578197956, 0.5126195224216393, 0.549759080800593, 0.5229738791185345, 0.5253197194719472, 0.5473460586392417, 0.5267074491488137, 0.5208853521296313, 0.5040777831126964, 0.5292980862141076, 0.5391810187397836, 0.5598143347251925, 0.4944479610520368, 0.49972160448817277, 0.49499860071654395, 0.5114198198798089, 0.529467810107387, 0.5063887688141312, 0.5376092201255529, 0.5361260784668932, 0.5229781620863506, 0.5410575157443891, 0.5239920163487883, 
0, 1, 1745258452, 0.2, 0.5, 0.0, 0.5341178042827245, 0.5345640758012035, 0.4993114855957748, 0.5612260932028373, 0.5469757466770482, 0.504468553410138, 0.4993114855957748, 0.5378036754818467, 0.5399788883466721, 0.5301346814002711, 0.5612260932028373, 0.5199923152155038, 0.5325370234620591, 0.5575774157165351, 0.5316875810310274, 0.5294059518832426, 0.5344155074965309, 0.5379240032559989, 0.5336111344230369, 0.540547528782823, 0.5480001698559752, 0.5595238095238095, 0.552158644908077, 0.5254515046716944, 0.5063904537741233, 0.5241707086819232, 0.5400566787319636, 0.53663453521845, 0.5341178042827245, 
7, 8, 1745258459, 0.2, 0.5, 0.0, 0.5411436751222254, 0.5281923873118747, 0.4921688500044982, 0.5458333333333334, 0.5378356531197882, 0.5410416666666668, 0.5371566581244, 0.5329166666666666, 0.5391397757755563, 0.5282258510320734, 0.5458333333333334, 0.5077115583706274, 0.5406586621507372, 0.4921688500044982, 0.5317577806720281, 0.5249164371070626, 0.5207721359630716, 0.5418122088100947, 0.513920870839439, 0.5169237566432021, 0.5108446444897672, 0.517779354350846, 0.5306983613474928, 0.5429226120518648, 0.544968994197844, 0.5081953200128217, 0.5237813387159879, 0.5316835172287686, 0.5411436751222254, 
11, 12, 1745258463, 0.2, 0.5, 0.0, 0.5332562629074257, 0.5206873699393568, 0.496179584708263, 0.5508206760563673, 0.5292160949927203, 0.5101731650695177, 0.526727038900535, 0.5260524943634243, 0.5350342792402782, 0.523384898347949, 0.496179584708263, 0.5086597801130857, 0.5323464378626591, 0.50116174307237, 0.5208122089348143, 0.5063966952893526, 0.5025082318508195, 0.5087285839990339, 0.5171390963521902, 0.5116875722493486, 0.5066960704879451, 0.5121734772193529, 0.5351421233774176, 0.5345453705802833, 0.5508206760563673, 0.5334764089221689, 0.5141678539586897, 0.5406980996279098, 0.5332562629074257, 
5, 6, 1745258457, 0.2, 0.5, 0.0, 0.5129782020247473, 0.5223912990373349, 0.49692990122497904, 0.5618843795314383, 0.5365299238598317, 0.5618843795314383, 0.55365537105377, 0.5201689669020269, 0.5292383732284929, 0.5346312424209017, 0.5231732141441896, 0.5186193530210255, 0.5236210089972042, 0.5184357303130677, 0.5416429182103163, 0.5335938492283419, 0.5055107921116653, 0.4972107412272739, 0.5114713732146645, 0.49692990122497904, 0.5066183705734723, 0.5050419649340857, 0.5180873274170227, 0.5504710140957223, 0.5211785801824116, 0.5065134183611603, 0.5153722397106854, 0.5172042199448761, 0.5129782020247473, 
3, 4, 1745258455, 0.2, 0.5, 0.0, 0.49113366812693654, 0.5150297737057331, 0.4865130782400347, 0.5505320890249339, 0.5259296251577733, 0.5305564193570746, 0.519476267735973, 0.5321050448727549, 0.5047504340808491, 0.5151283364203189, 0.4987401332926524, 0.49768252586228695, 0.510187900713371, 0.5323797079799646, 0.492441873320877, 0.5292380494475262, 0.5073507587000636, 0.5240532015095676, 0.4865130782400347, 0.49598000122451236, 0.5076614008412457, 0.5024319873131875, 0.5159258271303336, 0.5198023386308511, 0.5505320890249339, 0.5368235734373583, 0.5214755374772442, 0.5274445627456393, 0.49113366812693654, 
1, 2, 1745258453, 0.2, 0.5, 0.0, 0.5019238408658087, 0.511184826387881, 0.48587615278232105, 0.5374360139066022, 0.523187661506607, 0.5072970234463522, 0.5154942332559791, 0.5172587211581803, 0.5374360139066022, 0.49840869244771024, 0.4963236538396453, 0.49088771729837566, 0.5049651525478691, 0.51031418552971, 0.534901985052138, 0.5091851759381338, 0.5332067030404252, 0.5163930284350787, 0.5346038139970793, 0.530370225957868, 0.5294706645200371, 0.4938384055682444, 0.48587615278232105, 0.49385960885920815, 0.4869042262795209, 0.5139866001291221, 0.5053284191392975, 0.5081987541957094, 0.5019238408658087, 
